"","Metadata_Slide","Metadata_Stiffness","Metadata_Experiment","Metadata_Row","Metadata_Time","Metadata_Column","Metadata_Ratio","Metadata_ECMs","Abb_ECM","Mean_Object_Count","SD_Object_Count","Metadata_Block","CollagenI","CollagenIV","Laminin","Hyaluronic_Acid","TenascinC","Osteopontin","Galectin3","Fibronectin","Decorin"
"1671","06","1 kPa","BAe2","05","Day 0","05","50/50","Collagen IDecorin","C1DN",104.333333333333,95.5213763161594,"3",0.5,0,0,0,0,0,0,0,0.5
"1672","06","1 kPa","BAe2","05","Day 0","06","25/75","Collagen IFibronectin","C1FN",46,43.139309220246,"3",0.25,0,0,0,0,0,0,0.75,0
"1673","06","1 kPa","BAe2","05","Day 0","07","25/75","Collagen IVOsteopontin","C4OPN",53.3333333333333,17.0098010962308,"3",0,0.25,0,0,0,0.75,0,0,0
"1674","06","1 kPa","BAe2","05","Day 0","09","75/25","Collagen ILaminin","C1LN",120,42.2255846614348,"3",0.75,0,0.25,0,0,0,0,0,0
"1675","06","1 kPa","BAe2","05","Day 0","10","75/25","Collagen IVHyaluronic Acid","C4HA",89.3333333333333,63.7991640488599,"3",0,0.75,0,0.25,0,0,0,0,0
"1676","06","1 kPa","BAe2","05","Day 0","11","25/75","DecorinFibronectin","DNFN",11.3333333333333,4.04145188432738,"3",0,0,0,0,0,0,0,0.75,0.25
"1677","06","1 kPa","BAe2","05","Day 0","12","25/75","Collagen IHyaluronic Acid","C1HA",137.333333333333,68.8210239195359,"3",0.25,0,0,0.75,0,0,0,0,0
"1678","06","1 kPa","BAe2","06","Day 0","02","50/50","LamininHyaluronic Acid","LNHA",3,0,"3",0,0,0.5,0.5,0,0,0,0,0
"1679","06","1 kPa","BAe2","06","Day 0","03","75/25","Collagen IOsteopontin","C1OPN",98,85.7379729174885,"3",0.75,0,0,0,0,0.25,0,0,0
"1680","06","1 kPa","BAe2","06","Day 0","04","75/25","Collagen IDecorin","C1DN",71.3333333333333,83.4825331032386,"3",0.75,0,0,0,0,0,0,0,0.25
"1681","06","1 kPa","BAe2","06","Day 0","05","100","Osteopontin","OPN",1,NA,"3",0,0,0,0,0,1,0,0,0
"1682","06","1 kPa","BAe2","06","Day 0","06","100","Collagen I","C1",96.3333333333333,74.272022547749,"3",1,0,0,0,0,0,0,0,0
"1683","06","1 kPa","BAe2","06","Day 0","07","50/50","Collagen ILaminin","C1LN",66,35.3836120259083,"3",0.5,0,0.5,0,0,0,0,0,0
"1684","06","1 kPa","BAe2","06","Day 0","08","100","Tenascin C","TC",4.5,0.707106781186548,"3",0,0,0,0,1,0,0,0,0
"1685","06","1 kPa","BAe2","06","Day 0","09","50/50","Collagen ICollagen IV","C1C4",179,47.1274866717927,"3",0.5,0.5,0,0,0,0,0,0,0
"1686","06","1 kPa","BAe2","06","Day 0","10","25/75","Collagen IVLaminin","C4LN",95,30.5122926047847,"3",0,0.25,0.75,0,0,0,0,0,0
"1687","06","1 kPa","BAe2","06","Day 0","11","75/25","Collagen ICollagen IV","C1C4",147.333333333333,62.4526487295241,"3",0.75,0.25,0,0,0,0,0,0,0
"1688","06","1 kPa","BAe2","06","Day 0","12","50/50","Tenascin CFibronectin","TCFN",2,NA,"3",0,0,0,0,0.5,0,0,0.5,0
"1689","06","1 kPa","BAe2","07","Day 0","02","25/75","Collagen IDecorin","C1DN",92,28.6181760425084,"3",0.25,0,0,0,0,0,0,0,0.75
"1690","06","1 kPa","BAe2","07","Day 0","03","75/25","Tenascin CDecorin","TCDN",3,1,"3",0,0,0,0,0.75,0,0,0,0.25
"1691","06","1 kPa","BAe2","07","Day 0","04","25/75","Collagen IVTenascin C","C4TC",49,60.8111831820431,"3",0,0.25,0,0,0.75,0,0,0,0
"1692","06","1 kPa","BAe2","07","Day 0","05","75/25","OsteopontinFibronectin","OPNFN",2.5,2.12132034355964,"3",0,0,0,0,0,0.75,0,0.25,0
"1693","06","1 kPa","BAe2","07","Day 0","06","50/50","Collagen IVDecorin","C4DN",34.6666666666667,19.55334583475,"3",0,0.5,0,0,0,0,0,0,0.5
"1694","06","1 kPa","BAe2","07","Day 0","07","100","Decorin","DN",2,1.4142135623731,"3",0,0,0,0,0,0,0,0,1
"1695","06","1 kPa","BAe2","07","Day 0","08","75/25","Collagen IVFibronectin","C4FN",70.3333333333333,40.6119850947148,"3",0,0.75,0,0,0,0,0.25,0,0
"1696","06","1 kPa","BAe2","07","Day 0","11","25/75","LamininDecorin","LNDN",3,1.4142135623731,"3",0,0,0.25,0,0,0,0,0,0.75
"1697","06","1 kPa","BAe2","07","Day 0","12","75/25","Collagen IVLaminin","C4LN",129,97.2471079261486,"3",0,0.75,0.25,0,0,0,0,0,0
"1698","06","1 kPa","BAe2","08","Day 0","02","50/50","LamininOsteopontin","LNOPN",1,NA,"3",0,0,0.5,0,0,0.5,0,0,0
"1699","06","1 kPa","BAe2","08","Day 0","03","25/75","LamininHyaluronic Acid","LNHA",3.5,3.53553390593274,"3",0,0,0.25,0.75,0,0,0,0,0
"1700","06","1 kPa","BAe2","08","Day 0","04","75/25","Collagen IFibronectin","C1FN",49,16.3707055437449,"3",0.75,0,0,0,0,0,0,0.25,0
"1701","06","1 kPa","BAe2","08","Day 0","05","50/50","LamininFibronectin","LNFN",2.33333333333333,1.52752523165195,"3",0,0,0.5,0,0,0,0,0.5,0
"1702","06","1 kPa","BAe2","08","Day 0","06","75/25","DecorinFibronectin","DNFN",1.5,0.707106781186548,"3",0,0,0,0,0,0,0,0.25,0.75
"1703","06","1 kPa","BAe2","08","Day 0","07","25/75","Collagen IOsteopontin","C1OPN",4,2.64575131106459,"3",0.25,0,0,0,0,0.75,0,0,0
"1704","06","1 kPa","BAe2","08","Day 0","09","50/50","Tenascin CDecorin","TCDN",64.5,84.1457069611992,"3",0,0,0,0,0.5,0,0,0,0.5
"1705","06","1 kPa","BAe2","08","Day 0","10","25/75","Collagen IVDecorin","C4DN",39.6666666666667,31.005375877956,"3",0,0.25,0,0,0,0,0,0,0.75
"1706","06","1 kPa","BAe2","08","Day 0","11","100","Laminin","LN",105.666666666667,64.7327840690738,"3",0,0,1,0,0,0,0,0,0
"1707","06","1 kPa","BAe2","08","Day 0","12","100","Fibronectin","FN",39,NA,"3",0,0,0,0,0,0,0,1,0
"1708","06","1 kPa","BAe2","09","Day 0","02","75/25","Tenascin CFibronectin","TCFN",3,2.82842712474619,"3",0,0,0,0,0.75,0,0,0.25,0
"1709","06","1 kPa","BAe2","09","Day 0","03","75/25","LamininDecorin","LNDN",12,11,"3",0,0,0.75,0,0,0,0,0,0.25
"1710","06","1 kPa","BAe2","09","Day 0","04","50/50","LamininDecorin","LNDN",10.6666666666667,11.5902257671425,"3",0,0,0.5,0,0,0,0,0,0.5
"1711","06","1 kPa","BAe2","10","Day 0","02","25/75","Hyaluronic AcidOsteopontin","HAOPN",1.33333333333333,0.577350269189626,"3",0,0,0,0.25,0,0.75,0,0,0
"1712","06","1 kPa","BAe2","10","Day 0","03","75/25","Collagen IHyaluronic Acid","C1HA",167.666666666667,69.8951595844328,"3",0.75,0,0,0,0,0.25,0,0,0
"1713","06","1 kPa","BAe2","10","Day 0","04","50/50","Collagen IOsteopontin","C1OPN",76.3333333333333,30.8922859842604,"3",0.5,0,0,0,0,0.5,0,0,0
"1714","06","1 kPa","BAe2","11","Day 0","02","50/50","Collagen ITenascin C","C1TC",68,42.9301758673314,"3",0.5,0,0,0,0.5,0,0,0,0
"1715","06","1 kPa","BAe2","11","Day 0","03","50/50","Collagen IVTenascin C","C4TC",51.6666666666667,22.5018517756502,"3",0,0.5,0,0,0.5,0,0,0,0
"1716","06","1 kPa","BAe2","11","Day 0","04","25/75","LamininOsteopontin","LNOPN",3,1.4142135623731,"3",0,0,0.25,0,0,0.75,0,0,0
"1717","06","1 kPa","BAe2","12","Day 0","02","75/25","OsteopontinDecorin","OPNDN",1,NA,"3",0,0,0,0,0,0.75,0,0,0.25
"1718","07","1 kPa","BAAe3","02","Day 2","02","25/75","OsteopontinDecorin","OPNDN",2.66666666666667,2.88675134594813,"4",0,0,0,0,0,0.25,0,0,0.75
"1719","07","1 kPa","BAAe3","02","Day 2","03","50/50","Collagen ICollagen IV","C1C4",278.333333333333,75.0555349946514,"4",0.5,0.5,0,0,0,0,0,0,0
"1720","07","1 kPa","BAAe3","02","Day 2","04","25/75","LamininOsteopontin","LNOPN",4.33333333333333,0.577350269189626,"4",0,0,0.25,0,0,0.75,0,0,0
"1721","07","1 kPa","BAAe3","02","Day 2","05","75/25","Collagen IFibronectin","C1FN",182.666666666667,136.254663528752,"4",0.75,0,0,0,0,0,0,0.25,0
"1722","07","1 kPa","BAAe3","02","Day 2","06","25/75","Collagen IFibronectin","C1FN",89.3333333333333,95.8401446854779,"4",0.25,0,0,0,0,0,0,0.75,0
"1723","07","1 kPa","BAAe3","02","Day 2","07","25/75","Collagen IDecorin","C1DN",21,26.2868788561898,"4",0.25,0,0,0,0,0,0,0,0.75
"1724","07","1 kPa","BAAe3","02","Day 2","08","75/25","Hyaluronic AcidDecorin","HADN",20,31.1769145362398,"4",0,0,0,0.75,0,0,0,0,0.25
"1725","07","1 kPa","BAAe3","02","Day 2","09","25/75","Collagen IVTenascin C","C4TC",169,15.6204993518133,"4",0,0.25,0,0,0.75,0,0,0,0
"1726","07","1 kPa","BAAe3","02","Day 2","10","25/75","Collagen IVFibronectin","C4FN",173.666666666667,191.680289370956,"4",0,0.25,0,0,0,0,0.75,0,0
"1727","07","1 kPa","BAAe3","02","Day 2","11","75/25","LamininGalectin 3","LNG3",18,15.5884572681199,"4",0,0,0.75,0,0,0,0.25,0,0
"1728","07","1 kPa","BAAe3","02","Day 2","12","75/25","Collagen ITenascin C","C1TC",97,121.243556529821,"4",0.75,0,0,0,0.25,0,0,0,0
"1729","07","1 kPa","BAAe3","03","Day 2","02","100","Fibronectin","FN",20.6666666666667,16.0104132780304,"4",0,0,0,0,0,0,0,1,0
"1730","07","1 kPa","BAAe3","03","Day 2","03","50/50","LamininFibronectin","LNFN",4,2,"4",0,0,0.5,0,0,0,0,0.5,0
"1731","07","1 kPa","BAAe3","03","Day 2","04","25/75","Collagen IVLaminin","C4LN",166,96.9948452238571,"4",0,0.25,0.75,0,0,0,0,0,0
"1732","07","1 kPa","BAAe3","03","Day 2","05","50/50","Tenascin COsteopontin","TCOPN",14.6666666666667,6.80685928555405,"4",0,0,0,0,0.5,0.5,0,0,0
"1733","07","1 kPa","BAAe3","03","Day 2","06","75/25","Collagen IVTenascin C","C4TC",227.333333333333,226.637007863529,"4",0,0.75,0,0,0.25,0,0,0,0
"1734","07","1 kPa","BAAe3","03","Day 2","07","50/50","Collagen IFibronectin","C1FN",146,64.2806347199528,"4",0.5,0,0,0,0,0,0,0.5,0
"1735","07","1 kPa","BAAe3","03","Day 2","08","25/75","Galectin 3Fibronectin","G3FN",9,12.1243556529821,"4",0,0,0,0,0,0,0.25,0.75,0
"1736","07","1 kPa","BAAe3","03","Day 2","09","25/75","Hyaluronic AcidGalectin 3","HAG3",5.33333333333333,1.52752523165195,"4",0,0,0,0.25,0,0,0.75,0,0
"1737","07","1 kPa","BAAe3","03","Day 2","10","75/25","Collagen ICollagen IV","C1C4",235.333333333333,176.3812159311,"4",0.75,0.25,0,0,0,0,0,0,0
"1738","07","1 kPa","BAAe3","03","Day 2","11","25/75","OsteopontinGalectin 3","OPNG3",19,NA,"4",0,0,0,0,0,0.25,0.75,0,0
"1739","07","1 kPa","BAAe3","03","Day 2","12","50/50","OsteopontinGalectin 3","OPNG3",10.6666666666667,7.50555349946513,"4",0,0,0,0,0,0.5,0.5,0,0
"1740","07","1 kPa","BAAe3","04","Day 2","02","50/50","Collagen IVGalectin 3","C4G3",176,87.5042856093346,"4",0,0.5,0,0,0,0,0.5,0,0
"1741","07","1 kPa","BAAe3","04","Day 2","03","75/25","Hyaluronic AcidGalectin 3","HAG3",4.33333333333333,0.577350269189626,"4",0,0,0,0.75,0,0,0.25,0,0
"1742","07","1 kPa","BAAe3","04","Day 2","06","75/25","Tenascin CGalectin 3","TCG3",15.6666666666667,2.51661147842358,"4",0,0,0,0,0.75,0,0.25,0,0
"1743","07","1 kPa","BAAe3","04","Day 2","07","50/50","Collagen IVTenascin C","C4TC",171,155.884572681199,"4",0,0.5,0,0,0.5,0,0,0,0
"1744","07","1 kPa","BAAe3","04","Day 2","08","75/25","Collagen IVHyaluronic Acid","C4HA",158.333333333333,201.495243947179,"4",0,0.75,0,0.25,0,0,0,0,0
"1745","07","1 kPa","BAAe3","04","Day 2","09","50/50","Tenascin CHyaluronic Acid","TCHA",4,2.82842712474619,"4",0,0,0,0.5,0.5,0,0,0,0
"1746","07","1 kPa","BAAe3","04","Day 2","10","75/25","Tenascin COsteopontin","TCOPN",11,NA,"4",0,0,0,0,0.75,0.25,0,0,0
"1747","07","1 kPa","BAAe3","04","Day 2","11","50/50","Tenascin CFibronectin","TCFN",5.33333333333333,6.65832811847939,"4",0,0,0,0,0.5,0,0,0.5,0
"1748","07","1 kPa","BAAe3","04","Day 2","12","50/50","LamininHyaluronic Acid","LNHA",6.66666666666667,4.04145188432738,"4",0,0,0.5,0.5,0,0,0,0,0
"1749","07","1 kPa","BAAe3","05","Day 2","02","75/25","Collagen IHyaluronic Acid","C1HA",159.333333333333,21.1266025033211,"4",0.75,0,0,0,0,0.25,0,0,0
"1750","07","1 kPa","BAAe3","05","Day 2","03","50/50","Collagen IVLaminin","C4LN",207.666666666667,45.4569393309023,"4",0,0.5,0.5,0,0,0,0,0,0
"1751","07","1 kPa","BAAe3","05","Day 2","04","25/75","LamininDecorin","LNDN",18,19.0525588832576,"4",0,0,0.25,0,0,0,0,0,0.75
"1752","07","1 kPa","BAAe3","05","Day 2","05","75/25","LamininOsteopontin","LNOPN",20,7.54983443527075,"4",0,0,0.75,0,0,0.25,0,0,0
"1753","07","1 kPa","BAAe3","05","Day 2","06","25/75","Tenascin COsteopontin","TCOPN",5,NA,"4",0,0,0,0,0.25,0.75,0,0,0
"1754","07","1 kPa","BAAe3","05","Day 2","07","25/75","LamininFibronectin","LNFN",1,0,"4",0,0,0.25,0,0,0,0,0.75,0
"1755","07","1 kPa","BAAe3","05","Day 2","09","75/25","LamininHyaluronic Acid","LNHA",4.66666666666667,4.61880215351701,"4",0,0,0.75,0.25,0,0,0,0,0
"1756","07","1 kPa","BAAe3","05","Day 2","10","50/50","Hyaluronic AcidFibronectin","HAFN",7,NA,"4",0,0,0,0.5,0,0,0,0.5,0
"1757","07","1 kPa","BAAe3","05","Day 2","11","75/25","Tenascin CFibronectin","TCFN",5,NA,"4",0,0,0,0,0.75,0,0,0.25,0
"1758","07","1 kPa","BAAe3","05","Day 2","12","50/50","Collagen IVHyaluronic Acid","C4HA",144.666666666667,86.0251901092542,"4",0,0.5,0,0.5,0,0,0,0,0
"1759","07","1 kPa","BAAe3","06","Day 2","02","25/75","Collagen IVHyaluronic Acid","C4HA",152.666666666667,182.187632218363,"4",0,0.25,0,0.75,0,0,0,0,0
"1760","07","1 kPa","BAAe3","06","Day 2","03","50/50","LamininTenascin C","LNTC",11.3333333333333,0.577350269189626,"4",0,0,0.5,0,0.5,0,0,0,0
"1761","07","1 kPa","BAAe3","06","Day 2","04","25/75","Tenascin CFibronectin","TCFN",9.66666666666667,15.0111069989303,"4",0,0,0,0,0.25,0,0,0.75,0
"1762","07","1 kPa","BAAe3","06","Day 2","05","25/75","Collagen IVGalectin 3","C4G3",177.333333333333,97.5721954930468,"4",0,0.25,0,0,0,0,0.75,0,0
"1763","07","1 kPa","BAAe3","06","Day 2","06","50/50","Collagen ILaminin","C1LN",111.333333333333,75.0555349946514,"4",0.5,0,0.5,0,0,0,0,0,0
"1764","07","1 kPa","BAAe3","06","Day 2","07","100","Tenascin C","TC",1.66666666666667,1.15470053837925,"4",0,0,0,0,1,0,0,0,0
"1765","07","1 kPa","BAAe3","06","Day 2","08","75/25","Collagen IDecorin","C1DN",76.6666666666667,53.1162247654456,"4",0.75,0,0,0,0,0,0,0,0.25
"1766","07","1 kPa","BAAe3","06","Day 2","09","100","Collagen IV","C4",247.666666666667,123.265296549083,"4",0,1,0,0,0,0,0,0,0
"1767","07","1 kPa","BAAe3","06","Day 2","10","50/50","OsteopontinFibronectin","OPNFN",25.6666666666667,21.3619599600162,"4",0,0,0,0,0,0.5,0,0.5,0
"1768","07","1 kPa","BAAe3","06","Day 2","11","25/75","Collagen IVDecorin","C4DN",64,67.5573830162181,"4",0,0.25,0,0,0,0,0,0,0.75
"1769","07","1 kPa","BAAe3","06","Day 2","12","100","Osteopontin","OPN",1,NA,"4",0,0,0,0,0,1,0,0,0
"1770","07","1 kPa","BAAe3","07","Day 2","02","75/25","Tenascin CHyaluronic Acid","TCHA",2,1,"4",0,0,0,0.25,0.75,0,0,0,0
"1771","07","1 kPa","BAAe3","07","Day 2","04","75/25","Collagen IVLaminin","C4LN",156.666666666667,113.738003030356,"4",0,0.75,0.25,0,0,0,0,0,0
"1772","07","1 kPa","BAAe3","07","Day 2","05","25/75","Collagen IGalectin 3","C1G3",83,41.5692193816531,"4",0.25,0,0,0,0,0,0.75,0,0
"1773","07","1 kPa","BAAe3","07","Day 2","08","25/75","Collagen IVOsteopontin","C4OPN",66.3333333333333,81.9837382249269,"4",0,0.25,0,0,0,0.75,0,0,0
"1774","07","1 kPa","BAAe3","07","Day 2","09","50/50","Tenascin CDecorin","TCDN",6,4,"4",0,0,0,0,0.5,0,0,0,0.5
"1775","07","1 kPa","BAAe3","07","Day 2","10","25/75","Hyaluronic AcidDecorin","HADN",3.66666666666667,4.61880215351701,"4",0,0,0,0.25,0,0,0,0,0.75
"1776","07","1 kPa","BAAe3","07","Day 2","11","100","Laminin","LN",12.5,16.2634559672906,"4",0,0,1,0,0,0,0,0,0
"1777","07","1 kPa","BAAe3","07","Day 2","12","25/75","Collagen IHyaluronic Acid","C1HA",14,22.5166604983954,"4",0.25,0,0,0.75,0,0,0,0,0
"1778","07","1 kPa","BAAe3","08","Day 2","02","25/75","LamininTenascin C","LNTC",9,1,"4",0,0,0.25,0,0.75,0,0,0,0
"1779","07","1 kPa","BAAe3","08","Day 2","03","50/50","Tenascin CGalectin 3","TCG3",20,NA,"4",0,0,0,0,0.5,0,0.5,0,0
"1780","07","1 kPa","BAAe3","08","Day 2","06","50/50","Galectin 3Fibronectin","G3FN",2.33333333333333,1.15470053837925,"4",0,0,0,0,0,0,0.5,0.5,0
"1781","07","1 kPa","BAAe3","08","Day 2","07","75/25","Galectin 3Fibronectin","G3FN",6,1.4142135623731,"4",0,0,0,0,0,0,0.75,0.25,0
"1782","07","1 kPa","BAAe3","08","Day 2","08","100","Galectin 3","G3",3,NA,"4",0,0,0,0,0,0,1,0,0
"1783","07","1 kPa","BAAe3","08","Day 2","09","75/25","Collagen IOsteopontin","C1OPN",91.3333333333333,127.017059221718,"4",0.75,0,0,0,0,0.25,0,0,0
"1784","07","1 kPa","BAAe3","08","Day 2","10","100","Hyaluronic Acid","HA",6.33333333333333,7.50555349946513,"4",0,0,0,1,0,0,0,0,0
"1785","07","1 kPa","BAAe3","08","Day 2","12","50/50","LamininGalectin 3","LNG3",30,NA,"4",0,0,0.5,0,0,0,0.5,0,0
"1786","07","1 kPa","BAAe3","09","Day 2","02","100","Decorin","DN",2,0,"4",0,0,0,0,0,0,0,0,1
"1787","07","1 kPa","BAAe3","09","Day 2","03","75/25","OsteopontinGalectin 3","OPNG3",6,NA,"4",0,0,0,0,0,0.75,0.25,0,0
"1788","07","1 kPa","BAAe3","09","Day 2","04","25/75","Collagen ICollagen IV","C1C4",236.666666666667,117.202104645494,"4",0.25,0.75,0,0,0,0,0,0,0
"1789","07","1 kPa","BAAe3","09","Day 2","05","50/50","OsteopontinDecorin","OPNDN",2.33333333333333,0.577350269189626,"4",0,0,0,0,0,0.5,0,0,0.5
"1790","07","1 kPa","BAAe3","09","Day 2","06","75/25","Collagen IVFibronectin","C4FN",108,52.0480547186924,"4",0,0.75,0,0,0,0,0.25,0,0
"1791","07","1 kPa","BAAe3","09","Day 2","07","75/25","LamininTenascin C","LNTC",9.33333333333333,10.9696551146029,"4",0,0,0.75,0,0.25,0,0,0,0
"1792","07","1 kPa","BAAe3","09","Day 2","08","50/50","Hyaluronic AcidOsteopontin","HAOPN",1.66666666666667,0.577350269189626,"4",0,0,0,0.5,0,0.5,0,0,0
"1793","07","1 kPa","BAAe3","09","Day 2","09","25/75","OsteopontinFibronectin","OPNFN",1.33333333333333,0.577350269189626,"4",0,0,0,0,0,0.25,0,0.75,0
"1794","07","1 kPa","BAAe3","09","Day 2","10","100","Collagen I","C1",141.333333333333,19.6299091524473,"4",1,0,0,0,0,0,0,0,0
"1795","07","1 kPa","BAAe3","09","Day 2","11","75/25","LamininFibronectin","LNFN",38.3333333333333,44.7474394053261,"4",0,0,0.75,0,0,0,0,0.25,0
"1796","07","1 kPa","BAAe3","09","Day 2","12","50/50","Collagen ITenascin C","C1TC",33.3333333333333,47.3427220735493,"4",0.5,0,0,0,0.5,0,0,0,0
"1797","07","1 kPa","BAAe3","10","Day 2","02","75/25","OsteopontinFibronectin","OPNFN",18,NA,"4",0,0,0,0,0,0.75,0,0.25,0
"1798","07","1 kPa","BAAe3","10","Day 2","03","50/50","LamininDecorin","LNDN",22.6666666666667,32.331615074619,"4",0,0,0.5,0,0,0,0,0,0.5
"1799","07","1 kPa","BAAe3","10","Day 2","04","50/50","Collagen IVFibronectin","C4FN",118.666666666667,135.433870702027,"4",0,0.5,0,0,0,0,0.5,0,0
"1800","07","1 kPa","BAAe3","10","Day 2","05","50/50","Collagen IGalectin 3","C1G3",110.333333333333,175.514481833646,"4",0.5,0,0,0,0,0,0.5,0,0
"1801","07","1 kPa","BAAe3","10","Day 2","06","50/50","DecorinGalectin 3","DNG3",1.66666666666667,1.15470053837925,"4",0,0,0,0,0,0,0.5,0,0.5
"1802","07","1 kPa","BAAe3","10","Day 2","07","75/25","DecorinGalectin 3","DNG3",4.66666666666667,2.88675134594813,"4",0,0,0,0,0,0,0.25,0,0.75
"1803","07","1 kPa","BAAe3","10","Day 2","08","50/50","Hyaluronic AcidDecorin","HADN",2,0,"4",0,0,0,0.5,0,0,0,0,0.5
"1804","07","1 kPa","BAAe3","10","Day 2","09","25/75","Hyaluronic AcidFibronectin","HAFN",17,27.712812921102,"4",0,0,0,0.25,0,0,0,0.75,0
"1805","07","1 kPa","BAAe3","10","Day 2","10","50/50","Collagen IHyaluronic Acid","C1HA",66.6666666666667,79.0969868789787,"4",0.5,0,0,0,0,0.5,0,0,0
"1806","07","1 kPa","BAAe3","10","Day 2","11","75/25","Collagen ILaminin","C1LN",124,117.779454914684,"4",0.75,0,0.25,0,0,0,0,0,0
"1807","07","1 kPa","BAAe3","10","Day 2","12","75/25","Collagen IVDecorin","C4DN",83.6666666666667,78.2325592917254,"4",0,0.75,0,0,0,0,0,0,0.25
"1808","07","1 kPa","BAAe3","11","Day 2","02","50/50","Collagen IOsteopontin","C1OPN",63.6666666666667,39.5516539898565,"4",0.5,0,0,0,0,0.5,0,0,0
"1809","07","1 kPa","BAAe3","11","Day 2","03","50/50","Collagen IVOsteopontin","C4OPN",297,239.023011444505,"4",0,0.5,0,0,0,0.5,0,0,0
"1810","07","1 kPa","BAAe3","11","Day 2","04","25/75","Collagen ITenascin C","C1TC",3,NA,"4",0.25,0,0,0,0.75,0,0,0,0
"1811","07","1 kPa","BAAe3","11","Day 2","05","75/25","Hyaluronic AcidOsteopontin","HAOPN",1,0,"4",0,0,0,0.75,0,0.25,0,0,0
"1812","07","1 kPa","BAAe3","11","Day 2","06","25/75","Hyaluronic AcidOsteopontin","HAOPN",8,NA,"4",0,0,0,0.25,0,0.75,0,0,0
"1813","07","1 kPa","BAAe3","11","Day 2","07","75/25","Collagen IGalectin 3","C1G3",50.3333333333333,45.6106712659804,"4",0.75,0,0,0,0,0,0.25,0,0
"1814","07","1 kPa","BAAe3","11","Day 2","08","25/75","Collagen IOsteopontin","C1OPN",5.66666666666667,7.23417813807024,"4",0.25,0,0,0,0,0.75,0,0,0
"1815","07","1 kPa","BAAe3","11","Day 2","09","75/25","Collagen IVGalectin 3","C4G3",138.666666666667,125.862358683338,"4",0,0.75,0,0,0,0,0.25,0,0
"1816","07","1 kPa","BAAe3","11","Day 2","10","25/75","LamininGalectin 3","LNG3",5.66666666666667,8.08290376865476,"4",0,0,0.25,0,0,0,0.75,0,0
"1817","07","1 kPa","BAAe3","11","Day 2","11","25/75","LamininHyaluronic Acid","LNHA",4,5.19615242270663,"4",0,0,0.25,0.75,0,0,0,0,0
"1818","07","1 kPa","BAAe3","11","Day 2","12","25/75","Collagen ILaminin","C1LN",19,25.1594912508182,"4",0.25,0,0.75,0,0,0,0,0,0
"1819","07","1 kPa","BAAe3","12","Day 2","02","75/25","Hyaluronic AcidFibronectin","HAFN",41.6666666666667,35.2325606979302,"4",0,0,0,0.75,0,0,0,0.25,0
"1820","07","1 kPa","BAAe3","12","Day 2","03","50/50","LamininOsteopontin","LNOPN",14,6.08276253029822,"4",0,0,0.5,0,0,0.5,0,0,0
"1821","07","1 kPa","BAAe3","12","Day 2","04","25/75","Tenascin CHyaluronic Acid","TCHA",24.6666666666667,13.5769412362775,"4",0,0,0,0.75,0.25,0,0,0,0
"1822","07","1 kPa","BAAe3","12","Day 2","05","75/25","Collagen IVOsteopontin","C4OPN",78,77.0778826901725,"4",0,0.75,0,0,0,0.25,0,0,0
"1823","07","1 kPa","BAAe3","12","Day 2","07","50/50","Hyaluronic AcidGalectin 3","HAG3",5.33333333333333,1.15470053837925,"4",0,0,0,0.5,0,0,0.5,0,0
"1824","07","25 kPa","BAAe4","02","Day 2","02","25/75","Hyaluronic AcidFibronectin","HAFN",2.5,2.12132034355964,"2",0,0,0,0.25,0,0,0,0.75,0
"1825","07","25 kPa","BAAe4","02","Day 2","03","75/25","Collagen IDecorin","C1DN",101.666666666667,52.348193219378,"2",0.75,0,0,0,0,0,0,0,0.25
"1826","07","25 kPa","BAAe4","02","Day 2","04","50/50","OsteopontinFibronectin","OPNFN",3,2.82842712474619,"2",0,0,0,0,0,0.5,0,0.5,0
"1827","07","25 kPa","BAAe4","02","Day 2","05","25/75","Tenascin COsteopontin","TCOPN",1,0,"2",0,0,0,0,0.25,0.75,0,0,0
"1828","07","25 kPa","BAAe4","02","Day 2","06","100","Decorin","DN",3.5,2.12132034355964,"2",0,0,0,0,0,0,0,0,1
"1829","07","25 kPa","BAAe4","02","Day 2","07","25/75","Collagen ICollagen IV","C1C4",182.333333333333,90.2348786962854,"2",0.25,0.75,0,0,0,0,0,0,0
"1830","07","25 kPa","BAAe4","02","Day 2","08","25/75","LamininFibronectin","LNFN",38,15.6204993518133,"2",0,0,0.25,0,0,0,0,0.75,0
"1831","07","25 kPa","BAAe4","02","Day 2","09","50/50","Hyaluronic AcidDecorin","HADN",4,1.4142135623731,"2",0,0,0,0.5,0,0,0,0,0.5
"1832","07","25 kPa","BAAe4","02","Day 2","10","50/50","Collagen ICollagen IV","C1C4",136.333333333333,36.2537354397217,"2",0.5,0.5,0,0,0,0,0,0,0
"1833","07","25 kPa","BAAe4","02","Day 2","11","50/50","Collagen ILaminin","C1LN",42.3333333333333,13.6503968196288,"2",0.5,0,0.5,0,0,0,0,0,0
"1834","07","25 kPa","BAAe4","02","Day 2","12","75/25","Collagen ICollagen IV","C1C4",96.6666666666667,60.011110082495,"2",0.75,0.25,0,0,0,0,0,0,0
"1835","07","25 kPa","BAAe4","03","Day 2","02","50/50","Hyaluronic AcidFibronectin","HAFN",1.5,0.707106781186548,"2",0,0,0,0.5,0,0,0,0.5,0
